Restaurant_Name,City,Restaurant_Type,Cuisines,Cost_for_two,Rating_out_of_5,Customer_rated,Service_Category,Online_Order,Book_Table
Sri Udupi Veg,Jayanagar,Quick Bites,South Indian,250.0,3.3,4,Delivery,No,No
The Sofraah Kebabs & Kurries - Eden Park Restaurants,Jayanagar,Casual Dining,"North Indian, Afghan",1350.0,3.8,176,Delivery,No,Yes
Mad Over Biryani,Jayanagar,"Takeaway, Delivery","North Indian, Biryani",600.0,3.3,9,Delivery,Yes,No
Bhaijaan Barbeques,Jayanagar,Quick Bites,"Mughlai, Arabian, BBQ",200.0,3.4,6,Delivery,Yes,No
Karnataka Biriyani Centre,Jayanagar,Quick Bites,Biryani,200.0,3.5,0,Delivery,No,No
Murali Miltary Hotel,Jayanagar,Quick Bites,Biryani,300.0,3.5,0,Delivery,No,No
Sneha's Kitchen,Jayanagar,Delivery,North Indian,200.0,3.7,0,Delivery,No,No
Rustic Treats,Jayanagar,"Quick Bites, Cafe","Street Food, Cafe",400.0,3.3,4,Delivery,No,No
Candy Cake,Jayanagar,Bakery,Bakery,500.0,3.7,0,Delivery,No,No
Night Restro,Jayanagar,Delivery,"North Indian, Chinese",500.0,3.1,223,Delivery,Yes,No
Millet Mama,Jayanagar,Quick Bites,"South Indian, Healthy Food",200.0,3.9,18,Delivery,Yes,No
WOW Laddus,Jayanagar,Delivery,Mithai,800.0,3.7,0,Delivery,Yes,No
Popsies,Jayanagar,Casual Dining,"Chinese, Momos",550.0,3.9,823,Delivery,Yes,No
Kafe Nook,Jayanagar,Quick Bites,Fast Food,300.0,3.6,35,Delivery,Yes,No
TheRiceBowl.In,Jayanagar,Takeaway,"Biryani, North Indian",200.0,3.4,19,Delivery,Yes,No
Brewz Coffee,Jayanagar,Cafe,Cafe,650.0,3.0,61,Delivery,Yes,No
Tomago Roast,Jayanagar,Quick Bites,"Fast Food, Beverages",400.0,3.5,12,Delivery,Yes,No
Hatti Punjab Di,Jayanagar,Casual Dining,"North Indian, Chinese",600.0,3.75,0,Delivery,No,No
RBP Greens Garden,Jayanagar,Casual Dining,"North Indian, Chinese",700.0,2.7,48,Delivery,Yes,No
Fitbakes,Jayanagar,Delivery,"Bakery, Healthy Food",400.0,3.6,13,Delivery,No,No
Mint and Mustard,Jayanagar,Casual Dining,"North Indian, Chinese",750.0,4.0,245,Delivery,Yes,No
Cafemoto,Jayanagar,Cafe,"Cafe, Continental, Italian, Burger",800.0,4.0,201,Delivery,Yes,No
Indus Family Restaurant,Jayanagar,Casual Dining,"North Indian, Biryani",600.0,3.8,117,Delivery,Yes,No
JP Fish Land,Jayanagar,Quick Bites,Seafood,300.0,3.6,24,Delivery,Yes,No
Spice Up,Jayanagar,Casual Dining,Chinese,600.0,3.8,146,Delivery,Yes,No
Venkateshwara Foods,Jayanagar,"Takeaway, Delivery","Street Food, South Indian",400.0,3.0,13,Delivery,Yes,No
The Retro,Jayanagar,Quick Bites,"Chinese, Burger",300.0,3.2,47,Delivery,Yes,No
Namma Kudla,Jayanagar,Quick Bites,"Mangalorean, North Indian, Chinese, Seafood",400.0,4.0,200,Delivery,Yes,No
China Pearl,Jayanagar,Casual Dining,Chinese,1100.0,4.4,1853,Delivery,Yes,Yes
Bonsouth,Jayanagar,Casual Dining,"Chettinad, Andhra, Kerala",1300.0,4.2,2618,Delivery,Yes,Yes
The Denny's,Jayanagar,Casual Dining,"North Indian, Chinese",900.0,3.7,93,Delivery,No,No
Momo Hut,Jayanagar,Quick Bites,"Chinese, Tibetan, Momos",250.0,4.0,684,Delivery,Yes,No
Armaani Caffe,Jayanagar,Quick Bites,Fast Food,250.0,3.5,12,Delivery,Yes,No
Shake Tat Bottle,Jayanagar,Beverage Shop,Beverages,200.0,3.3,5,Delivery,Yes,No
Restro Cafe,Jayanagar,Cafe,Cafe,400.0,3.8,30,Delivery,Yes,No
The Kream Story,Jayanagar,"Dessert Parlor, Quick Bites","Desserts, Fast Food",500.0,4.1,37,Delivery,Yes,No
Jalpaan,Jayanagar,Casual Dining,"North Indian, Continental",900.0,4.0,870,Delivery,Yes,Yes
Tandoor Hut,Jayanagar,Casual Dining,"North Indian, Mughlai, Chinese, Rolls",700.0,4.1,1003,Delivery,Yes,No
Dal Roti,Jayanagar,Quick Bites,North Indian,150.0,3.7,117,Delivery,Yes,No
Central Jail Restaurant,Jayanagar,Casual Dining,"Andhra, Seafood, North Indian, Chinese",700.0,3.8,416,Delivery,Yes,No
Chutney Chang,Jayanagar,Casual Dining,"North Indian, Chinese, BBQ",1500.0,4.1,2345,Delivery,Yes,Yes
Kataria's Pakwan,Jayanagar,Quick Bites,North Indian,400.0,3.3,97,Delivery,Yes,No
Kamat Bugle Rock,Jayanagar,Quick Bites,"South Indian, Fast Food",300.0,3.9,544,Delivery,Yes,No
Goodness! Beverages,Jayanagar,Delivery,Beverages,250.0,3.4,4,Delivery,Yes,No
Hungry Haters,Jayanagar,Takeaway,"Chinese, North Indian",300.0,3.7,0,Delivery,Yes,No
Halli Rotti Manne,Jayanagar,Quick Bites,South Indian,100.0,3.4,9,Delivery,No,No
Hara Fine Dine,Jayanagar,Casual Dining,"North Indian, Chinese",800.0,4.0,633,Delivery,Yes,Yes
Sultans of Spice,Jayanagar,Casual Dining,"North Indian, Mughlai, Salad",1300.0,4.5,3464,Delivery,Yes,Yes
The Paratha Stories,Jayanagar,Quick Bites,North Indian,250.0,3.55,0,Delivery,Yes,No
Naati Manae,Jayanagar,Casual Dining,"North Indian, South Indian, Chinese, Biryani",700.0,3.9,484,Delivery,Yes,Yes
The Royal Corner - Pai Viceroy,Jayanagar,Casual Dining,"North Indian, Chinese",900.0,4.2,815,Delivery,Yes,Yes
Subz,Jayanagar,Casual Dining,"North Indian, South Indian",1000.0,4.2,2027,Delivery,Yes,Yes
Hotel Ruchi Priya,Jayanagar,Quick Bites,North Indian,350.0,3.6,22,Delivery,Yes,No
Kolkata Restaurant,Jayanagar,Quick Bites,"Bengali, North Indian, Chinese",300.0,3.0,7,Delivery,No,No
You N Cane,Jayanagar,Beverage Shop,"Beverages, Juices",250.0,3.6,0,Delivery,Yes,No
Double Blend,Jayanagar,Beverage Shop,"Beverages, Juices, Ice Cream",200.0,3.6,11,Delivery,Yes,No
New Rajadhani Spicy,Jayanagar,Casual Dining,North Indian,700.0,3.7,67,Delivery,Yes,No
Bella,Jayanagar,Casual Dining,"Mangalorean, Seafood, South Indian",1000.0,3.9,143,Delivery,Yes,Yes
Polamma's Mess,Jayanagar,Mess,"North Indian, Chinese, Biryani",300.0,4.2,185,Delivery,Yes,No
B.M.W Bhookh Mitaane Wala,Jayanagar,Quick Bites,"North Indian, South Indian, Chinese",500.0,3.6,13,Delivery,Yes,No
Kitchen24,Jayanagar,Takeaway,"Italian, Continental, Chinese, Thai, American, Arabian",300.0,3.7,0,Delivery,Yes,No
Gods Own Cafe,Jayanagar,Quick Bites,"South Indian, Kerala, Seafood",300.0,4.4,384,Delivery,Yes,No
Cable Car,Jayanagar,Casual Dining,"North Indian, Italian",1000.0,4.3,1245,Delivery,Yes,Yes
Chef All Nite,Jayanagar,Quick Bites,"Chinese, North Indian",300.0,3.9,464,Delivery,Yes,No
Northern Bites,Jayanagar,Quick Bites,"North Indian, Chinese",400.0,3.2,51,Delivery,Yes,No
Sri Krishna Sagar,Jayanagar,Quick Bites,"North Indian, Chinese",400.0,3.2,119,Delivery,Yes,No
Nite Out,Jayanagar,Delivery,"North Indian, Chinese, Biryani",500.0,3.9,162,Delivery,Yes,No
Forum Bakes & Cafe,Jayanagar,"Bakery, Quick Bites","Bakery, Fast Food",200.0,4.0,0,Delivery,Yes,No
Smoke Oil Salt,Jayanagar,Quick Bites,Arabian,850.0,4.1,0,Delivery,Yes,No
Night Spoon,Jayanagar,Delivery,"Biryani, Chinese, North Indian",600.0,2.6,54,Delivery,Yes,No
Hungry Buddies,Jayanagar,Quick Bites,North Indian,150.0,3.4,34,Delivery,No,No
Punjabi Times,Jayanagar,Casual Dining,North Indian,1000.0,4.1,1028,Delivery,Yes,Yes
Hunger Night King,Jayanagar,Delivery,"North Indian, Chinese",400.0,3.6,112,Delivery,Yes,No
Vindu Andhra Ruchulu,Jayanagar,Casual Dining,"Biryani, North Indian, Andhra",800.0,3.8,283,Delivery,Yes,No
Bun Town,Jayanagar,Cafe,"Cafe, Bakery",500.0,3.8,22,Delivery,Yes,No
Tawa Sagara,Jayanagar,Casual Dining,"Mangalorean, Seafood",700.0,3.8,122,Delivery,No,No
The Kitchen Bandit,Jayanagar,Delivery,"Chinese, North Indian, Fast Food",350.0,3.2,42,Delivery,Yes,No
China Tang,Jayanagar,"Takeaway, Delivery",Chinese,600.0,3.7,41,Delivery,Yes,No
Pallavi North Indian Veg Restaurant,Jayanagar,Casual Dining,"Biryani, North Indian, Chinese",450.0,3.7,246,Delivery,No,No
Mandi,Jayanagar,Casual Dining,North Indian,800.0,3.8,562,Delivery,Yes,Yes
Friends Night Kitchen,Jayanagar,"Takeaway, Delivery","Italian, Pizza",400.0,3.8,110,Delivery,Yes,No
Kollapuri's,Jayanagar,Casual Dining,Maharashtrian,600.0,3.6,135,Delivery,No,No
Vennela Andhra Meals,Jayanagar,Quick Bites,Andhra,400.0,3.0,23,Delivery,Yes,No
Bawarchi Inn,Jayanagar,Casual Dining,"North Indian, Biryani, Andhra, Chinese",600.0,3.1,140,Delivery,Yes,No
Brews N Bites,Jayanagar,"Quick Bites, Cafe","Chinese, Fast Food, Cafe",650.0,2.9,62,Delivery,Yes,No
Crepe Nation,Jayanagar,Food Truck,"Fast Food, Desserts",300.0,3.8,12,Delivery,Yes,No
Earth Plate Express,Jayanagar,Food Court,"Italian, Continental",600.0,3.9,33,Delivery,Yes,No
Samskruti - Sanman Gardenia,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",550.0,4.0,141,Delivery,Yes,No
Donne Biryani Mane,Jayanagar,Quick Bites,Biryani,300.0,3.2,7,Delivery,Yes,No
Healthy Parathawala,Jayanagar,Quick Bites,North Indian,200.0,3.55,0,Delivery,Yes,No
DeliBox.in,Jayanagar,Delivery,South Indian,150.0,3.7,67,Delivery,Yes,No
Jhasaa,Jayanagar,"Takeaway, Delivery","Seafood, Salad, North Indian, Biryani, Chinese",500.0,3.2,8,Delivery,Yes,No
Naati Biriyani,Jayanagar,Quick Bites,"Kebab, Biryani",300.0,3.1,4,Delivery,No,No
The Breakfast Adda,Jayanagar,Delivery,Continental,250.0,3.8,0,Delivery,Yes,No
Totus,Jayanagar,Quick Bites,Chinese,300.0,3.8499999999999996,0,Delivery,Yes,No
Jayanagar Grill House,Jayanagar,Quick Bites,"Biryani, Kebab",250.0,3.5,35,Delivery,Yes,No
Sattvam,Jayanagar,Casual Dining,"North Indian, South Indian",1200.0,4.3,359,Delivery,No,No
Redberrys,Jayanagar,Cafe,"Cafe, Italian",600.0,4.0,219,Delivery,Yes,No
Food Times,Jayanagar,"Takeaway, Delivery","North Indian, Arabian",300.0,3.7,0,Delivery,Yes,No
The Biryani House,Jayanagar,Quick Bites,Andhra,400.0,3.0,0,Delivery,Yes,No
Kesariya,Jayanagar,Casual Dining,Rajasthani,1200.0,4.2,1216,Delivery,No,Yes
Ganesh Restaurant,Jayanagar,Quick Bites,"Chinese, Street Food",300.0,3.7,51,Delivery,Yes,No
Happy Eats,Jayanagar,Delivery,"North Indian, Continental",300.0,3.9,0,Delivery,Yes,No
Swaadam Veg,Jayanagar,Casual Dining,"South Indian, Chinese",300.0,3.6,34,Delivery,Yes,No
Roll N Rock,Jayanagar,Quick Bites,"Chinese, North Indian, Mughlai, Rolls",400.0,3.7,33,Delivery,Yes,No
2nd Home Restaurant,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",500.0,3.7,21,Delivery,Yes,No
India On Wheels,Jayanagar,Delivery,North Indian,400.0,3.6,11,Delivery,Yes,No
Royal View Restaurant,Jayanagar,Casual Dining,"North Indian, Chinese, Arabian",700.0,3.7,26,Delivery,Yes,No
Baba Chatkora,Jayanagar,Casual Dining,North Indian,1000.0,3.8,0,Delivery,No,No
Nandhana Palace,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0,4.3,1079,Delivery,No,Yes
Narmadha's Hyderabad Biriyani,Jayanagar,Casual Dining,"Biryani, North Indian, Andhra",550.0,3.9,205,Delivery,No,No
Coastal Mama,Jayanagar,Casual Dining,"Konkan, Mangalorean, North Indian, Seafood",700.0,4.1,468,Delivery,No,Yes
Fogg,Jayanagar,Quick Bites,"Fast Food, Chinese",200.0,3.8,0,Delivery,No,Yes
Tasty Bites,Jayanagar,Quick Bites,North Indian,450.0,3.8,217,Delivery,Yes,No
Sri Lakshmi Curries & Pickles,Jayanagar,Quick Bites,"Andhra, Biryani",400.0,2.9,60,Delivery,No,No
Nouvelle Garden,Jayanagar,Casual Dining,"North Indian, Continental, Italian",900.0,3.7,203,Delivery,No,No
The Punjabi Rasoi,Jayanagar,Casual Dining,North Indian,800.0,3.8,0,Delivery,No,No
Royal Chef Naati Oota,Jayanagar,Casual Dining,"South Indian, Biryani, North Indian",500.0,4.0,194,Delivery,No,No
Keshava Kabab Centre,Jayanagar,Quick Bites,North Indian,200.0,3.2,7,Delivery,No,No
Night Cafe,Jayanagar,"Takeaway, Delivery","North Indian, Chinese, Fast Food",350.0,3.0,44,Delivery,No,No
Donne Biriyani Mane,Jayanagar,Quick Bites,"Biryani, Kebab",250.0,3.85,0,Delivery,No,No
Singh Punjabi Dhaba,Jayanagar,Quick Bites,"North Indian, Chinese",400.0,3.8,67,Delivery,No,No
Kidambi's Kitchen,Jayanagar,Quick Bites,South Indian,300.0,3.5,52,Delivery,No,No
Kholi Mane,Jayanagar,Quick Bites,"Andhra, South Indian, Biryani, North Indian",450.0,3.6,46,Delivery,No,No
Biryani Knights,Jayanagar,Delivery,Biryani,300.0,3.6,21,Delivery,No,No
Sambram,Jayanagar,Casual Dining,"Biryani, North Indian",800.0,3.75,0,Delivery,No,No
Swad Family Restaurant,Jayanagar,Casual Dining,"North Indian, Chinese",650.0,3.75,0,Delivery,No,No
Hunger Nights,Jayanagar,Delivery,"Chinese, North Indian",400.0,4.1,0,Delivery,No,No
late100,Jayanagar,Delivery,"North Indian, Kebab",200.0,3.7,0,Delivery,No,No
Taruni Foods,Jayanagar,Quick Bites,"Andhra, Biryani",300.0,3.2,0,Delivery,No,No
NEW SUNRISE RESTAURANTS,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani",500.0,2.7,39,Delivery,No,No
The Maori - Aurick Boutique Hotel,Jayanagar,Casual Dining,"Chinese, North Indian",1000.0,3.5,44,Delivery,No,No
Singh Da Dhaba,Jayanagar,Quick Bites,North Indian,400.0,3.3,5,Delivery,No,No
Amaravati Grand,Jayanagar,Casual Dining,"Chinese, Andhra, Mangalorean",550.0,3.4,7,Delivery,No,No
Sea Horse,Jayanagar,Casual Dining,"Seafood, Chinese, South Indian, North Indian",500.0,3.4,9,Delivery,No,No
Nati Biriyani Mane,Jayanagar,"Takeaway, Delivery","Biryani, South Indian",200.0,3.2,4,Delivery,No,No
Night Panda,Jayanagar,"Takeaway, Delivery","Fast Food, North Indian, Chinese",500.0,2.9,39,Delivery,No,No
North Indian Meals,Jayanagar,"Takeaway, Delivery",North Indian,300.0,3.2,5,Delivery,No,No
E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,Jayanagar,Delivery,"Chinese, North Indian, Biryani",550.0,3.5,13,Delivery,No,No
BongHomie,Jayanagar,"Takeaway, Delivery","Bengali, North Indian",300.0,3.4,10,Delivery,No,No
Kombo King,Jayanagar,Delivery,"North Indian, South Indian",300.0,3.5,0,Delivery,No,No
Owly,Jayanagar,Delivery,"Fast Food, North Indian",350.0,3.7,27,Delivery,No,No
Chilli N Chicken,Jayanagar,Quick Bites,Andhra,400.0,3.2,4,Delivery,No,No
Hungry Nights,Jayanagar,"Takeaway, Delivery","Chinese, North Indian",300.0,3.0,54,Delivery,No,No
Night Bell,Jayanagar,Delivery,"Fast Food, North Indian",450.0,3.1,53,Delivery,No,No
Uttara Karanataka Mess,Jayanagar,Mess,South Indian,200.0,3.3,5,Delivery,No,No
Swad Restaurant,Jayanagar,Casual Dining,"Chinese, North Indian",550.0,3.7,115,Delivery,Yes,No
Moms Flavor,Jayanagar,Delivery,"North Indian, Chinese",400.0,3.4,0,Delivery,No,No
Sri's Kitchen,Jayanagar,Takeaway,"North Indian, South Indian, Chinese",300.0,3.7,0,Delivery,No,No
Ghar Ki Rasoi,Jayanagar,Delivery,"North Indian, South Indian",300.0,3.5,0,Delivery,Yes,No
Midnight Restro,Jayanagar,Delivery,"North Indian, Fast Food",500.0,3.4,55,Delivery,Yes,No
Swad Plaza,Jayanagar,Quick Bites,"North Indian, Chinese",400.0,3.4,6,Delivery,Yes,No
Red Bawarchi,Jayanagar,Delivery,"Biryani, Chinese, North Indian",600.0,3.0,21,Delivery,Yes,No
Flavour of China,Jayanagar,Casual Dining,Chinese,550.0,3.8,254,Delivery,Yes,No
Status,Jayanagar,Casual Dining,"North Indian, Chinese",600.0,3.3,67,Delivery,No,No
BTM Bawarchi Biryani,Jayanagar,"Takeaway, Delivery","Biryani, North Indian, Chinese",600.0,3.5,132,Delivery,Yes,No
New Grand Restaurant,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani",500.0,3.1,11,Delivery,Yes,No
Food Geek,Jayanagar,Quick Bites,"Sandwich, Fast Food, Rolls",350.0,3.8,25,Delivery,Yes,No
Natuna Seafood House,Jayanagar,Quick Bites,Seafood,450.0,4.2,76,Delivery,Yes,No
Happy Chopsticks,Jayanagar,Quick Bites,"Chinese, Fast Food",300.0,3.6,17,Delivery,Yes,No
Spicy World,Jayanagar,"Takeaway, Delivery",North Indian,200.0,3.4,7,Delivery,Yes,No
Bhandary's Kitchen,Jayanagar,Delivery,North Indian,300.0,3.6,16,Delivery,Yes,No
Hungry Stone,Jayanagar,"Takeaway, Delivery","North Indian, Chinese, Italian, Thai",300.0,3.7,0,Delivery,Yes,No
Perch,Jayanagar,Quick Bites,Italian,350.0,3.7,0,Delivery,Yes,No
Melt - Eden Park,Jayanagar,Casual Dining,"North Indian, Chinese, Thai, Mughlai, Seafood",1000.0,4.0,347,Delivery,Yes,Yes
Combo Box,Jayanagar,"Takeaway, Delivery","North Indian, Biryani, Chinese",500.0,3.0,20,Delivery,Yes,No
Desi Vibes,Jayanagar,Casual Dining,"North Indian, Chinese",600.0,3.7,46,Delivery,Yes,No
Gharelu Zaika,Jayanagar,Delivery,North Indian,250.0,3.7,22,Delivery,Yes,No
Eshanya,Jayanagar,Casual Dining,"North Indian, Chinese",1000.0,4.1,1080,Delivery,Yes,Yes
HungerLoft,Jayanagar,Casual Dining,"North Indian, Chinese, Arabian",800.0,2.6,109,Delivery,Yes,No
Banana Beach Bar,Jayanagar,Bar,"Continental, Chinese",1300.0,3.7,1014,Delivery,Yes,Yes
Billionaires Cafe,Jayanagar,Cafe,"Cafe, Italian",600.0,3.8,47,Delivery,No,No
Mangalore Lunch Home,Jayanagar,Quick Bites,"North Indian, South Indian, Mangalorean",250.0,3.6,42,Delivery,Yes,No
Kulfi & More,Jayanagar,Dessert Parlor,"Ice Cream, Beverages",200.0,3.7,47,Delivery,Yes,No
Sagar Fast Food,Jayanagar,Quick Bites,"South Indian, Chinese, North Indian",300.0,3.7,67,Delivery,Yes,No
Siddique Kabab Centre,Jayanagar,Quick Bites,"Mughlai, Kebab, Chinese",550.0,3.1,68,Delivery,Yes,No
Shake The Shake,Jayanagar,Beverage Shop,Juices,200.0,3.35,0,Delivery,Yes,No
Kallummakkaya,Jayanagar,Quick Bites,"South Indian, North Indian",200.0,3.6,0,Delivery,Yes,No
Dice N Dine,Jayanagar,"Casual Dining, Cafe","Continental, Cafe, Italian, Fast Food, Steak",900.0,4.3,1805,Delivery,Yes,Yes
Dakshin Kitchen,Jayanagar,Quick Bites,South Indian,100.0,3.6,15,Delivery,Yes,No
South Kitchen,Jayanagar,Quick Bites,South Indian,100.0,4.3,276,Delivery,Yes,No
Homely Curries & Pickles,Jayanagar,Quick Bites,"Biryani, Andhra",300.0,3.4,49,Delivery,Yes,No
Just Bite@Late Night,Jayanagar,Delivery,"Sandwich, Fast Food, Burger, Rolls",300.0,3.7,0,Delivery,Yes,No
Hyderabadi Biryani Flames,Jayanagar,"Takeaway, Delivery","Biryani, Andhra",300.0,3.7,0,Delivery,Yes,No
Maxpresso,Jayanagar,Cafe,"Cafe, American, Italian, Beverages",700.0,4.1,323,Delivery,Yes,No
Cafe Fattoush,Jayanagar,Cafe,"Cafe, Lebanese",700.0,3.8,24,Delivery,Yes,No
Sandwich Shop,Jayanagar,Delivery,"Fast Food, Burger, Sandwich",400.0,2.9,47,Delivery,Yes,No
Juice Fresco,Jayanagar,Beverage Shop,Beverages,150.0,3.4,7,Delivery,Yes,No
The Lassi Park,Jayanagar,Quick Bites,"Juices, Desserts",200.0,4.1,184,Delivery,Yes,No
Durbar Greens Family Restaurant,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",700.0,3.6,10,Delivery,Yes,No
Cool Bites,Jayanagar,Quick Bites,"Fast Food, Juices",200.0,3.65,0,Delivery,Yes,No
The Cravery,Jayanagar,Cafe,Cafe,500.0,2.6,18,Delivery,Yes,No
Sids Cafe,Jayanagar,Quick Bites,Fast Food,200.0,3.5,0,Delivery,Yes,No
Tongue Twisters,Jayanagar,Quick Bites,"Bengali, North Indian, Oriya",350.0,3.5,283,Delivery,Yes,No
Kapoor's Biriyani,Jayanagar,Quick Bites,"Biryani, North Indian",400.0,3.3,334,Delivery,Yes,No
Upahara Darshini,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian, Fast Food",600.0,3.9,40,Delivery,Yes,No
The Juicy,Jayanagar,Beverage Shop,"Beverages, Juices",100.0,3.5,13,Delivery,Yes,No
Akshaya Grand,Jayanagar,Casual Dining,North Indian,750.0,3.4,29,Delivery,Yes,No
Targaryen's Kitchen,Jayanagar,Casual Dining,"Chinese, North Indian, Mughlai",600.0,3.6,43,Delivery,Yes,No
Shri Vinayaka Ice N Juice,Jayanagar,Quick Bites,"Fast Food, Beverages",200.0,3.7,17,Delivery,Yes,No
Nile Garden Restaurant,Jayanagar,Casual Dining,"North Indian, Fast Food, Chinese, Beverages",500.0,2.6,33,Delivery,Yes,No
The Biriyani Factory,Jayanagar,Quick Bites,"North Indian, Biryani",500.0,3.1,30,Delivery,Yes,No
GFC Biryani,Jayanagar,Quick Bites,Biryani,300.0,3.5,0,Delivery,Yes,No
Super Thali,Jayanagar,"Takeaway, Delivery",North Indian,450.0,3.4,0,Delivery,Yes,No
Desi Cream Junction,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650.0,3.7,36,Delivery,Yes,Yes
Breaktime Brew,Jayanagar,Cafe,Cafe,550.0,3.7,24,Delivery,Yes,No
Kickin Burger,Jayanagar,Quick Bites,Fast Food,400.0,3.1,22,Delivery,Yes,No
Kopper Kadai,Jayanagar,Casual Dining,"North Indian, Chinese",1200.0,4.1,1697,Delivery,Yes,Yes
Grow Fit,Jayanagar,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500.0,3.6,16,Delivery,Yes,No
Baker's Glove,Jayanagar,"Bakery, Quick Bites","Desserts, Bakery",550.0,3.4,8,Delivery,Yes,No
Limra Hotel,Jayanagar,Quick Bites,"Chinese, North Indian",300.0,3.3,26,Delivery,Yes,No
Calvin's,Jayanagar,"Dessert Parlor, Quick Bites",Desserts,800.0,3.8,431,Delivery,Yes,No
Elmas Restaurant,Jayanagar,Casual Dining,"North Indian, Kerala, Chinese, Biryani, Seafood, South Indian",650.0,3.5,34,Delivery,Yes,No
Upahara Sagar,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",300.0,3.0,25,Delivery,No,No
Fritz Haber,Jayanagar,Delivery,"Ice Cream, Desserts",450.0,3.4,4,Delivery,Yes,No
Chawla's 2 Online.com,Jayanagar,Delivery,North Indian,800.0,3.7,0,Delivery,Yes,No
Namms Cafe,Jayanagar,Delivery,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",300.0,3.2,8,Delivery,Yes,No
Bajji House,Jayanagar,Quick Bites,Street Food,100.0,3.5,7,Delivery,Yes,No
Polar Bear,Jayanagar,Dessert Parlor,Ice Cream,150.0,3.55,0,Delivery,Yes,No
Om Sweets & Snacks,Jayanagar,Sweet Shop,"Mithai, Oriya, Bengali",150.0,3.9,34,Delivery,No,No
Bottle Breacher,Jayanagar,"Casual Dining, Pub","Italian, Continental",1200.0,4.2,1197,Delivery,No,Yes
K27 - The Pub,Jayanagar,Bar,"Chinese, North Indian",1000.0,3.1,30,Delivery,No,No
Darbar,Jayanagar,Bar,"North Indian, Chinese",800.0,3.0,98,Delivery,No,No
VEGeatz,Jayanagar,Quick Bites,"South Indian, North Indian",200.0,3.4,19,Delivery,Yes,No
House of Tasty Food,Jayanagar,Quick Bites,North Indian,400.0,3.55,0,Delivery,Yes,No
The Little Kitchen,Jayanagar,Quick Bites,"Chinese, North Indian",300.0,3.5,11,Delivery,Yes,No
Super Chef's (New Royal treat),Jayanagar,Quick Bites,"North Indian, Chinese, South Indian",300.0,3.7,0,Delivery,No,No
Heritage Cafe,Jayanagar,Quick Bites,"Fast Food, Tea",200.0,3.6,11,Delivery,Yes,No
Chef Master,Jayanagar,Quick Bites,"Kerala, North Indian, Chinese",300.0,3.8,75,Delivery,Yes,No
Adithya,Jayanagar,Quick Bites,"North Indian, Chinese",400.0,3.2,9,Delivery,Yes,No
Akshaya Sweets & Chats,Jayanagar,Sweet Shop,"Mithai, Street Food",200.0,3.9,0,Delivery,Yes,No
Crystal Grandeur,Jayanagar,Casual Dining,"North Indian, Chinese, Continental",600.0,3.5,0,Delivery,Yes,No
Berry'd Alive,Jayanagar,Dessert Parlor,Desserts,400.0,4.3,1899,Delivery,Yes,No
Pabrai's Fresh & Naturelle Icecreams,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",200.0,3.9,128,Delivery,Yes,No
Eat Sleep Eat Repeat,Jayanagar,Quick Bites,"Chinese, North Indian, Continental",200.0,3.5,16,Delivery,Yes,No
Nourich,Jayanagar,Casual Dining,"Continental, Chinese, North Indian, Asian, Healthy Food, Fast Food",800.0,3.9,0,Delivery,Yes,Yes
Checkpost,Jayanagar,Casual Dining,"South Indian, Seafood, North Indian, Beverages",600.0,4.1,957,Delivery,Yes,No
Dr. Sheesha,Jayanagar,Cafe,"Cafe, Chinese, Continental, Italian",800.0,4.1,1453,Delivery,No,Yes
BEIR,Jayanagar,Casual Dining,"Mexican, American",800.0,3.6,0,Delivery,Yes,No
Peppy Peppers,Jayanagar,Casual Dining,"Italian, North Indian, Mexican",800.0,4.2,256,Delivery,No,No
Roving Feast,Jayanagar,Quick Bites,"Italian, Continental, Fast Food, Chinese, Momos",450.0,4.0,1048,Delivery,No,No
Apsara Ice Cream,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",200.0,4.2,251,Delivery,No,No
Wudfyr,Jayanagar,Quick Bites,"Fast Food, Italian, North Indian, Steak",700.0,3.8,0,Delivery,Yes,No
Navya Andhra Style Restaurant,Jayanagar,Delivery,"North Indian, South Indian",200.0,3.5,12,Delivery,No,No
Bakers Day,Jayanagar,Bakery,"Bakery, Desserts",200.0,3.9,48,Delivery,No,No
